epoch,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,0.8665314714124963,0.8683431952662722,2.6138,517.252,16.451
2.0,0.8866431800413864,0.8905325443786982,2.603,519.392,16.519
3.0,0.8911757333078194,0.889792899408284,2.6057,518.856,16.502
4.0,0.8946200503796466,0.893491124260355,2.6058,518.845,16.502
5.0,0.8928361450095033,0.889792899408284,2.5806,523.905,16.663
