epoch,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second
1.0,0.8353275880967258,0.856508875739645,0.4632,2918.69,47.493
2.0,0.8620512641870808,0.8698224852071006,0.4633,2917.91,47.481
3.0,0.8671171189042322,0.8683431952662722,0.4629,2920.611,47.525
4.0,0.8764233433201674,0.8779585798816568,0.462,2926.186,47.615
5.0,0.8780771547561075,0.8794378698224852,0.4649,2908.428,47.326
